corporate_name_S2,revenue,profit,main_customers
"Nguyen, Fitzgerald and Lyons.",3058791.18,248371.94088535573,"Lee, Graham and Dickerson,Hodges LLC"
MARTINEZ-WATKINS,2343480.41,162904.74563022517,"Gross, Bradley and Rodriguez,Fitzgerald, Phillips and Peterson"
RAMSEY LTD,4847451.06,1937036.203599922,Lawrence Ltd
"Nicholson, Ortiz and Soto",3716819.59,5174.446108330094,Davis Inc
"Carlson, Ewing and Dorsey.",1557599.72,281952.05190984503,Garcia-Weber
FREDERICK LTD,2343165.98,183394.4762042308,"Reyes, Hayden and Hancock,Cook-Stewart,Johnson Inc"
Lynn Inc.,4087450.14,116900.54202249515,"Adams Group,Hernandez-Gutierrez"
SELLERS-BAILEY,4030264.53,-377631.8765869326,"Blackwell Inc,Brown, George and Miller"
JOHNSON-MARTIN,2878625.35,254284.18049113377,"Sweeney, Mcdonald and Harris,Hogan-Brown"
"Baker, Carlson and Chandler",4358962.13,332916.6883653169,Park-Mora
BRYANT LTD,774966.11,158694.7413749798,Knight PLC
NASH-MARTINEZ,1841745.16,197578.36974734985,"Campbell-Sanchez,Gray, Mack and Bailey,Dominguez, Robertson and Guzman"
MORSE LTD,4856501.72,582406.4232461106,Ramos-Palmer
"Stevens, Perkins and Gonzales",4543399.63,1545656.4095381082,"Lee Ltd,Richardson-Cummings,Rivera and Sons"
BRADY LLC,474115.44,-23036.194163625707,"Hamilton LLC,Mckenzie-Jones,Johnson, Williams and Reynolds"
Nelson-Welch.,3092601.71,754784.4525402159,"Yu and Sons,Williams, Dillon and Warren,Williams Inc"
Collier-Stewart.,4581018.49,698349.4739640382,Smith and Sons
ROBERTS-LOWERY,3156519.58,361952.8769061796,Watts-Wilson
OWENS-SANFORD,2522248.76,331581.2153079028,"Callahan, Ward and Johnson,Hill Group,Kim and Sons"
Haynes and Sons,3810240.03,-362794.4700556488,Serrano-Cantu
Reed-Johnson.,4019475.53,-324672.5494396454,Clark Ltd
WILLIAMS-ALLEN,420628.78,-12255.110074516491,"Taylor Group,Nguyen Group"
Burns-Noble,2236170.26,501857.2306852896,"Garcia, Park and Horn"
"WILSON, BROWN AND MORRIS",736686.14,178797.17927244128,"Baker, Thomas and Thomas,Estrada LLC,Welch and Sons"
"HALL, KING AND MCDANIEL",820228.47,13869.01605351301,White-Roberts
FRENCH PLC,3579628.35,1108248.9462376004,"Banks, Doyle and Murphy,Sanders-Hall"
Mendez-Taylor.,4998074.5,1985792.9091528351,Perez-James
REYES-HARRIS,1959221.19,314177.69727769145,"Rodriguez, Tyler and Clayton,Dennis-James"
THOMPSON-FOWLER,1752247.09,266842.0589054937,"Frost-Robinson,Anderson-Smith,Fletcher, Garrett and Morgan"
Drake Inc.,2238631.6,804239.0632109628,"Jones, Marsh and Lewis,Marquez PLC,Rich-Collins"
Fernandez-George,3043110.62,453975.7384230882,Brandt-Bell
Jackson-Caldwell,996460.46,-34812.962387009284,"Diaz-Brown,Barton-Jordan,Kennedy, Melton and Martinez"
Phelps-Mcintosh.,1604994.89,-86127.77619728443,Brown-Baker
"Hernandez, Marquez and Davis.",4030901.4,-348908.30408781965,"Mills, Ibarra and Moore,Mueller LLC"
"BROWN, WALKER AND ROBERTS",1481848.84,-64619.09138795569,"Arnold, Phillips and Oconnor"
"COLE, DAY AND ALVARADO",3984768.28,-83389.90024869236,"Gardner, Williams and Lynch,Cook-Jackson,Huang-Hughes"
"BURKE, BUCHANAN AND MCINTOSH",3375597.16,-316296.1661195881,"Shaw Ltd,Monroe Ltd"
FLOYD PLC,1787776.99,3326.538193589291,"Charles-Young,Wolfe Ltd"
"Jones, Herrera and Hernandez.",3756800.76,195010.25436242757,"Anderson, Rodriguez and Anthony,Reese-Richardson"
Rubio-Morrison,2335523.51,297483.1952253536,"Rojas, Duncan and Waller"
DUNLAP INC,2851363.35,393922.66492268385,Ramos-Rodgers
Adkins Ltd,1457617.47,501148.6475668244,"Schroeder, Garcia and Ward"
"Dudley, Jones and Schwartz",2903159.26,836863.7257127828,"Bryant LLC,Rollins-Morse"
"CAMPOS, KING AND RANGEL",4675640.57,-153316.36878467168,"Sanchez Ltd,Li-Maxwell"
Gonzales Inc.,120133.75,14132.650269870128,"Burgess Ltd,Hurst, Watkins and Carter"
Rollins PLC.,2776654.17,266580.4029941789,"Jones and Sons,Blevins Ltd"
EVANS GROUP,2456458.93,501852.10569465463,"Moore Group,Ward-Walls"
Bowman-Bates,567286.05,200780.89886827185,"Roberson Inc,Martinez and Sons"
"Guerrero, Anderson and Sheppard.",199991.57,53960.3975196757,"Patterson, Gibson and Jones,Walker, Jones and Palmer,Bean-Deleon"
DONALDSON LTD,73683.34,20681.114233474895,White-Mckinney
Fox Inc.,4889176.55,1689233.2784553473,Sullivan LLC
Parker-Montes,2432438.54,-115665.99286505653,"Sloan Group,York-Hamilton,Davis Inc"
Acosta-Kramer,2311516.54,919458.2960862294,"Smith PLC,Small Inc"
Wong-Cortez.,2891438.67,236391.23105515327,James Inc
Huff-Campbell.,4722927.03,1293891.3814090507,"Flores-Payne,Contreras-Moore"
"Pollard, Jones and Martin.",4222863.82,1340838.621152613,Green-Smith
"Johnson, Allen and Lozano.",2761682.25,-86575.30525528442,"Lee, Cunningham and Rosales,Nolan, Mullen and Thomas,Wilkinson, Hill and Huang"
CHAPMAN-SMITH,3373662.62,576718.1706268117,"Woods, Lopez and Faulkner,Wyatt Group"
BELTRAN-MOORE,3471283.79,255192.66514022465,"Greene-Garcia,Carpenter and Sons"
Carter-Hernandez,3718967.46,-6438.252954748061,Jones-Mccarthy
CALHOUN AND SONS,118513.94,5469.695816297382,Adams Ltd
"JOHNSON, TURNER AND PETERSON",3084305.38,464543.1768533156,"Gonzalez, Johnston and Pacheco,Baker Group"
Hodge-Nelson,916039.17,138842.37816233805,"Chang and Sons,Perez, Yu and Odom,Hayes, Daniel and Key"
Arias-Kennedy,891439.7,49928.568789228084,"Beard-Washington,Williams Group,Roberts, Hill and Harris"
"MAYO, TAYLOR AND CURTIS",545430.99,188208.1813201334,Mosley-Mullins
Dunlap-Carpenter.,2319074.0,442439.51269963663,"Boyd and Sons,Yu, Turner and Bailey,Martinez, Holmes and Krueger"
PRICE-STOUT,1178162.38,126885.63189229238,"Long, Fleming and Larson"
Jenkins Group,4211338.65,-129728.60769989928,Harrington Inc
"Thompson, Dixon and Hartman",4443958.08,1595018.1073838088,Young-Key
"Joseph, Ruiz and Sims",4672458.39,-288617.87403933593,Davis Inc
"Schroeder, Torres and Williams.",1757341.17,-63580.131207182356,"Reynolds, Giles and Gomez"
Norris-Spence.,1669595.7,590963.564860605,"Wu, Lewis and Vazquez"
"Bentley, Tucker and Gallegos",343512.18,73620.84219640894,"Ramirez LLC,Lane-Brown"
Sparks Ltd.,3142607.55,-183352.80279296316,"Armstrong, Gordon and White,Lynch-Stewart,Griffin LLC"
Zimmerman PLC,836055.13,-16051.99413128773,"Patel, Swanson and Palmer,Morris, Sexton and Campbell"
"POWELL, SPARKS AND ANDERSON",2523274.91,728423.7266183327,"Valentine, Wright and Harrington,Bell-Thompson"
"RICHARDS, ESTRADA AND MOORE",217319.58,39781.95875069445,"Castro, Brady and Leon,Richardson, Bowers and Cuevas,Richard, Garcia and Dixon"
WILLIAMS-ROMERO,2951054.85,124312.67348996767,"Lane, Mendoza and Boyer"
"MOORE, JIMENEZ AND RAMOS",1855673.27,95559.25491780386,"Scott, Moore and Valencia,Ward and Sons"
"Shaw, Montgomery and Newton.",1597129.18,167332.42448977468,"Diaz, Obrien and Barnes"
"Shields, Mack and Snyder.",2701841.01,53255.46945203235,"Lynch-Garza,Carroll Group,Cook PLC"
Davis-Davis.,3727771.13,188580.17312615356,"Garza Group,Chavez LLC"
ANDERSON INC,3869991.53,1187609.5676881257,"Gallegos, Munoz and Bradley"
Williamson Ltd,4594497.89,406934.6095192686,"Hoffman LLC,Lester-Lambert"
GOMEZ GROUP,2767628.76,-137887.6223012069,"Henson LLC,Allison Inc"
SMITH-SCHNEIDER,126740.78,40786.74302721593,"Brown, Duncan and Spence,Roth, Martin and Callahan"
Kent Group.,526032.51,-43733.52082528814,Nelson PLC
ANDREWS-SANCHEZ,3523443.74,262343.3164488289,"Wood-Diaz,Garrett, Munoz and Mendoza,Gomez Inc"
Johnson Group.,3116743.42,1182251.0639363946,"Gallagher, Morgan and Carter,Burgess, Harris and Medina,Anderson PLC"
Zimmerman-Jones.,1234411.63,317325.4115271217,"Barrera PLC,Chen and Sons"
HORN GROUP,1535283.94,431962.71991482575,"Bean-Black,Harris, Campbell and Gray"
LOPEZ LTD,1091197.71,378550.20530271705,Potts PLC
Martinez LLC,951172.03,339627.57981857215,"Johnson, Mayo and Smith,Williams, Lewis and Ramirez,Mills-Salinas"
PEREZ INC,909605.88,245999.70186592694,"Rivera LLC,Buck-Castillo,Lucas and Sons"
"Mason, Crawford and Shields.",454174.04,38493.5645137015,"Robinson LLC,Rios-Herman,Cain-Wood"
Snyder-Mitchell,301634.82,758.4096840886838,Brown-Martinez
ALLEN-HAYES,4717359.96,640489.0926676473,"Wallace-Knight,Jones, Torres and Mueller,Nelson-Gardner"
Holloway and Sons,301582.49,-21485.69917816894,"Medina Ltd,Weaver, Johnson and Lynch"
Johnson-Maddox,4282387.54,1593493.0811927756,"Sullivan PLC,Russell LLC,Moody, White and Rhodes"
Coleman-Herrera.,3526895.03,822918.0912231781,"Riley, Waters and Hernandez"
"Hansen, Fowler and Ortega",4074273.58,1102015.0370520793,"Simmons LLC,Harrison Ltd,Summers-Robinson"
Rodriguez-Harmon.,996072.83,218243.2029590811,"Peterson-Pena,Shaffer Group"
JACKSON-WONG,584061.95,-50573.79433694939,"Fernandez-Bailey,Anthony-Hansen"
CARR-LEWIS,4726428.17,874588.5557374529,"Cannon-Adams,Gordon PLC"
PETERSON-LEWIS,4504146.93,1373481.9181072356,Spears-Richardson
ODOM-WATSON,630336.42,203261.98222994382,"Hernandez, Mullins and Castillo,Sanchez-Wilson"
Andersen-Hill.,238350.61,495.41208658738066,"Chandler, Riggs and Bartlett"
"Hicks, Dillon and Williams",1624123.09,435855.8506392789,Lee Ltd
Hammond-Fox,2186589.21,-60420.959217666554,"Hoffman, Carroll and Black"
"Daniels, Green and Young",4552585.81,1381962.0629462807,"Harrington Group,Knight, Jackson and Johnson"
Holloway-Sutton.,3429403.87,638840.7106169114,"Mendez, Todd and Morris,Wise Inc,Benitez-Huber"
WILLIAMS-ROBERTSON,3784532.85,441410.89048647217,"Myers-Brown,Tanner-Steele,Harrell-Pierce"
Cuevas-Torres.,4248993.28,565630.5083670982,"Garrison, Wood and Warner,Holmes-Schaefer"
Marshall Inc.,2951306.83,-76719.49667378791,"Perry-Ramos,Gonzalez Inc,Day PLC"
"HAMILTON, MASON AND MORALES",49862.41,18054.693064356306,"Mendoza-Cline,Francis Group,Hill-Benson"
"LOPEZ, DURAN AND PRICE",4230298.45,-272993.74604573444,"Green-Ward,Clark, Knight and Sanders,Moore-Cook"
Bailey Group.,2132207.11,-95468.346727797,"Spence LLC,Donovan-Meyer"
"Brooks, Wilkinson and Marks",669949.86,52042.74715163286,"Beltran LLC,Ramos-Davis,Sloan, Hale and Hamilton"
"ROBERTS, BARTON AND SIMS",986653.17,-41094.72590321382,"Hamilton-Zamora,Wood, Oconnell and Caldwell,Jackson, Li and Thomas"
"Jackson, Moreno and Ward.",1337535.76,-94764.00379218494,"Gonzales, Santos and Alvarez,Henry Ltd,Daniel PLC"
LESTER-SAUNDERS,4433390.54,713631.2710284065,"Cisneros-Simmons,Whitehead, Smith and Cabrera,Mcguire-Webster"
CLAY-RICE,2560993.62,323377.32725925744,"Nelson, Hall and Haynes,Flores, Stanley and Potts"
"Miller, Barnes and Stewart.",2454334.08,-244206.79764054203,Bennett-Thompson
"Fitzpatrick, Sexton and Brown",815987.72,-77706.33626616778,"Wright, Austin and Young,King-Powers,Medina LLC"
BRANDT INC,4821393.14,1476416.3948486827,"Baker LLC,Graham PLC,Washington, Crosby and Rice"
Jones-James,1318261.87,474717.7733005542,"Romero-Smith,Taylor, Erickson and Goodwin"
MULLINS-WEBB,492320.26,-24158.14553282787,"Ward Inc,Taylor-Hood,Hunt, Clark and Brooks"
JIMENEZ PLC,625226.89,35647.77843246304,"Mckay Group,Morse and Sons"
Sparks-Thomas,3462285.43,350480.18552769476,"Erickson, Torres and Harper,Wolf, Garcia and Davis"
"CAMPBELL, MULLINS AND SMITH",3185319.49,1005170.665570693,"Chambers, Kennedy and Curtis,Green, Briggs and Dunn,Leonard PLC"
"RAMIREZ, WINTERS AND HERRERA",2919668.69,366762.46816937375,"Herrera, Hill and Schmidt,Martinez-Yoder"
Peterson Inc,4118820.72,1035403.1865346981,"Potter, Arroyo and Sandoval,French-Campos"
LAWRENCE-DUNLAP,1614298.93,221317.47392848736,"Mclean-Smith,Stanton-Crawford,Kramer, Jacobson and Jacobson"
"Daniels, Shea and Stevens",3480435.37,732850.8034000989,Butler-Solis
BARRETT-DOMINGUEZ,2958520.78,741501.2043641413,West-Welch
"CASTRO, RIVERA AND ALVAREZ",2433840.87,-28661.304411688194,"Murray, Rangel and Rivera"
MEADOWS LTD,3759282.15,733653.6632425202,"Davis LLC,Johnson-Miller,Rodriguez, Morales and Jones"
"Miller, Marsh and Everett.",2383401.75,94315.18233644888,"Sampson, Ross and Tate,Foley, Austin and Phillips"
Roberts-Roth.,4761631.71,394245.4897800285,"Bond, Moran and Medina,Mcpherson-Porter,Schwartz-Evans"
ADAMS GROUP,2288518.03,230989.62093488048,"Gray Group,Lowe-Lawrence"
FISCHER-HINES,1932225.11,372840.44695889525,"Reyes-Miller,Skinner and Sons"
"Williamson, Herman and Perez",2916999.78,19233.54406537436,Chen-Brown
JOHNSON GROUP,846040.6,203741.53546839787,"Barker, Sanchez and Carter,Phillips LLC"
"BROWN, DAVIS AND WILLIAMS",1167442.69,444815.5477279538,"Mclaughlin-Wyatt,Taylor-Foster"
HUNTER-ROBERTS,2807695.25,98214.76226114466,"Pena, Snyder and Moore"
"ESPINOZA, BRADLEY AND CURRY",3470471.87,1332067.9035524337,Morgan-Simmons
Lewis-Cooper,2759402.79,691583.6838008732,"Cooper Inc,Greene, Brown and Phillips"
Cole Group.,4707471.42,903298.9350479678,"Conner-Garcia,Thompson LLC,Rodriguez-Brown"
HUMPHREY GROUP,1484762.31,530506.6677472573,Hansen-Pham
Anderson PLC.,2012744.51,-155323.6794758774,Wilson and Sons
WRIGHT GROUP,1200293.95,-76255.51103148235,"Carter-Davis,Yang Ltd,Baldwin, Colon and Ward"
"MILES, RAMIREZ AND ARELLANO",3426773.01,-54719.31355859747,"Harris Ltd,Mann, Miller and Thomas,Terry Inc"
CARPENTER-FULLER,333723.77,8037.035513439422,"Quinn, Reed and Weeks"
"Berger, Murray and Castro.",4950991.18,1026868.3611070703,Kelly Ltd
BROWN-DELEON,2276922.74,184623.46162716768,"Williams, Gomez and Ramirez,Crosby-Ramos"
"Jenkins, Torres and Jackson.",477160.81,180615.07523303697,"Thompson-Poole,Macdonald-King"
Mcclain PLC.,2991403.67,-96981.9918220504,"Simmons, Gill and Poole,Harris PLC,Richardson, Kelly and Smith"
LEE-GARCIA,778895.27,15891.37450846654,"Wells-Larsen,Mahoney Group,Anderson, Jackson and Church"
"Vargas, Irwin and Hart.",4455548.91,1327124.2299826464,Brown-Thompson
KING PLC,831017.26,291717.78100583656,"Thompson, Coleman and Watson,Williams, Pollard and Walsh,Malone, Good and Cruz"
FERGUSON AND SONS,2436895.29,-193155.15108242087,"Guzman, Harris and Jones,Baker, Reed and Garcia,Morris-Smith"
"Hogan, Barton and Martinez.",1374457.92,-37440.32330856535,"Ruiz-Hunt,Copeland Inc"
RUSSELL-MOORE,4661749.44,-118325.93711453867,"Thomas, Martin and Brown"
BROWN-ROWLAND,3167455.77,-247064.99862344566,"Becker-Bryant,Bonilla-Soto,Peterson LLC"
Everett and Sons.,1883600.72,281504.65493717004,"Smith, Clements and Summers,Wilson, Cook and Jones"
"YOUNG, SCOTT AND REYNOLDS",4536431.94,1406014.357831141,Brown-Garcia
"Thompson, Raymond and Ward",1407049.85,430905.4357142485,Burns Ltd
"KING, GEORGE AND MURILLO",2568631.48,395930.7934550128,"Hunt, Mcdonald and Gomez"
RIVERA LLC,1316081.58,228488.0948137156,"Johnson, Jones and Ford"
"LITTLE, RODRIGUEZ AND MEYERS",2199748.76,184500.51299095212,"Hernandez, Perez and Carlson"
Long-Pacheco.,1427724.35,380611.73966439575,"Howard, Murray and Wilkerson"
BROWN-KELLY,3962752.69,8317.8821529509,"Price Ltd,Parker-Cox"
Roberts-Chavez.,4945356.33,611719.6888741066,"Graham and Sons,Clark, Ball and Dalton,Peterson Group"
BLAIR GROUP,4845933.12,-9941.00365696524,Bird-Gonzales
WALKER GROUP,4301483.16,473404.4169498725,"Hopkins PLC,Decker LLC"
Coleman LLC.,184260.89,25583.41265244851,"Mckenzie Ltd,Bowman, Estrada and Murphy"
ACEVEDO-SCHNEIDER,2704134.05,957622.955348234,Olson-Hall
Thompson PLC.,1690462.96,-65595.2634332454,"Perry Inc,Elliott-Mathis"
Foster and Sons,3646233.59,-213005.37575317651,Hall LLC
Nelson-Campbell.,1150278.84,356034.46767290414,Hamilton-Melendez
"Schneider, Aguirre and Buck.",2111790.01,-210404.54884971358,"Serrano-Townsend,Thomas, Brown and Preston"
BELL-LEE,1426263.44,543183.1941653438,"Haas Group,Galloway, Walters and Johnson"
PHILLIPS-SCHULTZ,4734604.95,890501.1138634495,"Mullins, Barton and Lynch,Lucas Inc,Burns-Mcintyre"
"Gallagher, Meyer and Moore",4851109.52,-172922.57255039056,"Jones Inc,Fernandez, Lucas and Payne,Crawford and Sons"
Davis-Mccullough,1605959.4,494257.8485707564,"Montgomery, Riley and Miller"
GOODWIN GROUP,3597802.49,731440.356233592,"Reeves, Landry and Moore,Smith-Ryan,Valdez, Wright and Williams"
"WALTON, MOORE AND PHILLIPS",1220115.33,450424.6895944425,Guerra Inc
"Gonzales, Hebert and Wright.",4568592.65,1750309.5338779853,Acosta-Martin
"COMBS, ROBERTSON AND PARKER",3416145.51,-152262.33117035954,Brown Group
BYRD-HART,1880563.46,690872.6060333832,"Frederick, Clark and Jones,Santos-Anderson"
ROBERTS-WASHINGTON,2639956.99,-259293.9185409574,"Scott Ltd,Whitaker, Griffin and Garza"
"BAKER, GENTRY AND CLARK",3716878.89,1165544.942029148,"Nunez, Sims and Morgan,Harris LLC,Smith LLC"
"Valentine, Hardy and Potter.",3101961.09,70058.56249092767,Hurst Group
Day-Rodriguez,513202.94,-10012.815395593276,"Ford-Stewart,Phillips-Brady,Schmidt-Clark"
Benton-Smith,1198563.49,132396.52028784176,"Ellison, Kramer and Hanson,Wheeler, Beasley and Brown"
"Johnson, Fuller and Smith.",749921.33,295528.3209318338,"Peters, Dickson and Wells,Hernandez-Fisher,Murphy-Anderson"
Rasmussen-Stokes,205684.89,78865.52510192814,Gomez Group
"BENDER, JORDAN AND CLARK",4691754.45,1032363.0542079568,"Bell-Blankenship,Carter, Rhodes and Lane,Lopez-Foster"
Holloway-Hopkins.,4169027.75,428104.04515300144,"Medina and Sons,Weiss PLC"
Hill-Newman.,706654.83,252560.5992055034,"Sanchez Ltd,Martinez LLC"
"BOWMAN, GREEN AND WALTON",4444544.03,625781.2354356601,"Wheeler, Melendez and Rogers,Pearson-Smith,Bell Group"
"Welch, Wood and Gonzalez",988282.87,306103.5436490129,"Mccullough PLC,Allen Inc"
THOMPSON INC,1550114.46,529071.557624927,"Ferguson-Solomon,Finley-Martinez"
Dennis-Frye.,3737589.07,1265112.641832994,Johnson-Sullivan
Thomas-Thompson.,4731084.37,1380189.349589952,"Haney, Richard and Garcia,Bailey-Gamble,Torres-Rosario"
"HANSEN, SEXTON AND YU",4435624.89,257533.08017220575,"Valentine, Martin and Cook,Shaw Group"
"MARTINEZ, MOORE AND COOPER",3002596.97,366193.42684348644,Beasley LLC
"TURNER, DAVENPORT AND COLE",2849248.47,888472.5485594583,"Dillon and Sons,Robinson, Reed and Stephens,Wilson, Reyes and Nichols"
Hawkins PLC,3391106.2,1109422.3724745254,"Cuevas, Morgan and Smith,Leonard, Rosales and Lambert"
SCHNEIDER-EDWARDS,4319047.96,985977.0245050103,"Hernandez, Thomas and Berger"
EVANS-DOWNS,93132.02,2726.012472063024,"Freeman PLC,Colon PLC"
LONG-GLOVER,3826989.83,-175983.17960124495,"Strong LLC,Murillo Inc,Turner-Herring"
BIRD AND SONS,149902.63,8332.572683352908,"Coleman Ltd,Mendez Group,Higgins-Jacobs"
Mcdonald Group.,3027325.08,92765.64702486688,"Mccarthy Group,Mendoza-Wallace"
"Newton, Flores and Hansen.",1466894.15,263583.896410098,"Valenzuela, Robinson and Daniels"
SMITH AND SONS,4784016.82,1429402.6839570806,"Sanchez-Mendoza,Cole-Powell"
PETERSON GROUP,2144859.24,-45468.291327457206,"White, Campbell and Bennett,Bailey Group"
Guzman Group,923078.81,347960.8861519274,"Conrad, Stokes and Mccoy,Lewis Inc"
"Hampton, Rodriguez and Nelson.",4967172.99,856282.4828251274,"Flynn-Blackwell,Lester-Gillespie"
"SMITH, MUNOZ AND DOUGLAS",1481613.75,186813.52294063414,"Charles, Wells and Lloyd,Perez-Holland,Ruiz, Klein and Miller"
WU GROUP,3317936.82,517124.03470045724,"Bowers LLC,Petty-Ritter"
JOHNSON LTD,3379779.63,-45859.60052259069,Stevenson and Sons
"Cole, Sanchez and Parrish",4902877.81,1494922.8541974032,"Butler and Sons,Gutierrez-Haynes"
Garcia LLC,733663.47,200595.9184162065,Sanders-Barajas
SEXTON-GRIMES,3956308.87,521509.6279383544,Jones Ltd
"THOMAS, COX AND WEBSTER",1808297.02,-4435.282696634911,Little Ltd
Chapman LLC.,1858781.55,-176767.0357313606,"Davis-Rubio,Vaughn-Cooper"
WOODS INC,1927241.8,-124467.86809316896,"Green-Butler,Griffin LLC,Ewing-Martin"
"Tate, Le and Henson.",1951070.41,675503.8751397955,"Dunlap Ltd,Rios-Quinn"
"Baker, Gutierrez and Cline",3329533.08,1292169.4831962406,"Vega Ltd,Erickson PLC,Young, Davenport and Allen"
MCCLURE GROUP,670342.17,67458.20016495859,"Johnson Inc,Bell-Fernandez"
NELSON LTD,3926275.05,-265735.9873203866,"Parks-Sanford,Gray PLC"
Watson-Benson.,4712150.23,1298041.2233461181,"Garcia-Edwards,Davis, Elliott and Warren"
"Larson, Hood and Khan.",4562248.14,-328465.23342905886,"Schmidt and Sons,Williams Inc,Logan PLC"
THOMPSON INC,4313424.3,-178697.97752569642,Kerr-Wagner
Smith-Parker,38483.49,5646.520190008702,"Wells and Sons,Barker, Garcia and Moran"
"MOORE, YOUNG AND SINGLETON",2495511.89,306547.0558306567,"Anderson-Mclaughlin,Dorsey, Gonzalez and Thompson"
"Garcia, Thomas and Curtis",461945.37,146547.7246182646,"Valdez-Erickson,Kelly-Hernandez,Baker Inc"
Bridges and Sons,1350108.82,124533.29108425026,"Bailey, Perez and Rojas,Lindsey Group"
"Mcmillan, Wolfe and Brown",3699799.03,710214.1088112162,"George, Middleton and Casey,Lowe-Terry"
Ball Group,3953774.38,471856.3325167275,"Contreras-Campbell,Vazquez Inc,Shaffer-Martin"
COOKE LTD,4722617.64,321903.569676677,"Graham-Mills,Mcdonald, Schneider and Allen"
"Gonzalez, Coleman and Mack",2174981.25,-190272.0322386691,"Mitchell-Mosley,Warner Group"
Walker-Webb.,4387040.84,-267261.4649689931,"Davis Inc,Morgan, Williams and Smith"
"Nguyen, Armstrong and Pitts",1249604.48,455.9927482677595,"Lewis-Marquez,Jones, James and Brown"
Johnston LLC,897773.53,251248.05754322515,"Nunez-Evans,Larson-Austin"
Anderson PLC.,2084895.63,-108481.96639938159,"Wilson LLC,Phelps, Waters and Garcia"
"EVANS, WHITAKER AND NEWMAN",4882077.48,1006209.4457557818,"Smith PLC,Barnett-Miller"
"Zimmerman, Herrera and Buckley.",3458181.04,670226.3819350734,"Smith, Shaffer and Wright,Phillips PLC,Caldwell and Sons"
"Nelson, Shelton and Simpson",2123684.19,498228.4165599353,"Bailey-Gregory,Stevens Group,Vang LLC"
"Mason, Brady and Blake.",162940.18,40415.328676340345,"Dean Group,Ramos Group,Stevenson-Chang"
Pollard Inc.,343976.08,47461.58788103849,"Williams-Morgan,Mack Inc"
Martin-Roberts,4898781.21,1483786.0401388367,"Marquez PLC,Holland-Smith,Medina-Pearson"
Patel Group.,1524117.21,339259.5219816383,"Potts, Rowe and Salas"
"ANDERSON, BROWN AND SMITH",2023521.92,200691.58441176338,Nelson and Sons
WILKINS-HALL,4987980.21,366168.9212306999,Phillips LLC
"Wade, Schmidt and Velez",2514487.28,540195.5306651577,"Johnson, Miller and Delgado"
WEST-RITTER,2438544.3,175354.58185367222,"Smith, Merritt and Woodard"
"Watts, Murray and Campbell",3210409.01,106869.49051737932,"Gomez and Sons,Black-Brown"
"Taylor, Carter and Robinson",3728299.34,836984.0025417673,"Davis Inc,Griffin, Gonzalez and Myers"
MIDDLETON PLC,630664.83,-20830.261126074183,"Brown, King and Anderson"
"Collier, Greene and Miller.",346770.68,138385.57525496985,"Livingston Ltd,Mcdonald Inc"
White Group,463157.47,5001.545902333992,"Perez, Moody and Williams,Thornton, Reid and Miller,Mullins-Pena"
WOODS-FLOYD,2565552.42,666535.5310328164,Cole-Barker
Underwood LLC,4758459.99,264334.5752844798,Jackson PLC
Brown-Mcconnell.,2420830.48,837178.4467841734,"Cabrera-Young,Mueller Group,Cortez, Little and Smith"
"Torres, Bradley and Salas",400019.6,132395.3337949959,"Garcia, Valdez and Valencia"
TAYLOR-SULLIVAN,1157670.97,82232.65021070736,"Taylor, Cain and Nelson,Bradley, Raymond and Taylor"
"Murphy, Williams and Jackson.",1017323.06,-100025.42837035014,"Glover-Davis,Alexander Ltd"
"Pena, Leon and Hahn.",2078644.72,84297.24256468081,"Wood-Simpson,Roberts-Shah"
"Smith, Simpson and Cortez.",313557.78,90630.08848636324,"Lee, Schneider and Andrade,Mclaughlin Inc,Hunter, Lewis and Lawrence"
Lee-Martin,4070706.64,-293280.4152391904,Carpenter-White
Orozco Ltd,2278569.23,-56610.59942495022,"Lewis-Green,Rivera, Kline and Chambers,Brown, Williams and Barrett"
NEWMAN INC,4421313.69,73701.39895802349,Riley-Yates
Kennedy-Mcgrath,2066099.95,263014.6004954945,"Thompson Inc,Miller LLC"
Riley LLC.,1302796.74,6541.986243219085,"Peterson, Hoover and Gray"
PALMER PLC,1402255.05,360748.1141295442,"Lawson, Miller and Tucker"
JUAREZ-GUERRERO,4648687.58,-345057.4588678408,"Marshall, Hanson and Banks"
WHITE GROUP,2913140.59,309809.9346544802,"Maxwell, Woods and Anderson,Gonzalez-Miles,Barker, Sparks and Sampson"
SAVAGE-MARTINEZ,4112793.48,1184400.2731513316,Morrow-Pierce
"Rodriguez, Bailey and Sellers",4156514.56,1344107.7920778957,Davis Ltd
"Flores, Lozano and Williams.",2014239.74,160155.07533086505,"Mann-Roman,Reynolds-Sanford"
Hoffman-Jordan.,834001.38,-65540.4306146083,"Tran-Coleman,Lewis Group"
"Russell, Calhoun and Walter",2325163.09,900516.3901740272,"Vaughn-Doyle,Smith and Sons,Dillon-Miller"
"JONES, WHITAKER AND EVANS",1729224.37,336666.95240518707,"Thomas-Higgins,Banks Inc,Valenzuela-Butler"
HOUSTON AND SONS,3861382.41,961189.0477056538,Williams and Sons
Scott-Tran,881566.24,291570.0237140352,"Perez-Jacobs,Reyes Ltd,Hill, Wallace and Bates"
"Schneider, Tran and Johnson",1097859.93,-64039.43083998116,"Gomez, Farmer and Hull"
Tran-Thompson,4469609.1,-240828.23388650815,Henry LLC
